human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
ACAT2	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, OmniPath, UniProt, ComPPI, scConnect, GO_Intercell	FALSE	NA
ACBD3	1	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
ACBD4	17	protein	intracellular, transmembrane, transmembrane_sosui, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	intracellular, transmembrane, transmembrane_predicted	3	TRUE	GO_Intercell, OPM, ComPPI, OmniPath, Almen2009	FALSE	NA
ACBD5	10	protein	transmembrane_predicted, transmembrane_phobius, intracellular, transmembrane, transmembrane_tmhmm, transmembrane_sosui	transmembrane, transmembrane_predicted, intracellular	7	TRUE	OmniPath, Almen2009, Ramilowski_location, GO_Intercell, UniProt, OPM, LOCATE, ComPPI, Phobius	FALSE	NA
ACBD6	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
ACBD7	10	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
ACCS	11	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
ACD	16	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell, LOCATE	FALSE	NA
ACE	17	protein	plasma_membrane_transmembrane, plasma_membrane, cell_surface, transmembrane_tmhmm, cell_surface_ligand, extracellular, transmembrane, receptor, cell_surface_enzyme, intracellular, transmembrane_predicted, secreted, transmembrane_phobius	plasma_membrane_transmembrane, plasma_membrane, cell_surface, transmembrane_predicted, cell_surface_ligand, extracellular, transmembrane, receptor, cell_surface_enzyme, intracellular, secreted	7	TRUE	CSPA, UniProt, Surfaceome, connectomeDB2020, Almen2009, Membranome, OmniPath, LOCATE, GO_Intercell, ComPPI, Phobius, scConnect, HPA_secretome, Ramilowski_location, DGIdb, TopDB, Baccin2019	FALSE	NA
ACE2	X	protein	intracellular, secreted, receptor, transmembrane_predicted, plasma_membrane_transmembrane, cell_adhesion, transmembrane, plasma_membrane, ligand, transmembrane_sosui, adhesion, cell_surface, extracellular, apical_cell_membrane, transmembrane_phobius, transmembrane_tmhmm	intracellular, secreted, receptor, transmembrane, plasma_membrane_transmembrane, cell_adhesion, plasma_membrane, ligand, transmembrane_predicted, adhesion, cell_surface, extracellular	6	TRUE	UniProt, OmniPath, GO_Intercell, CellCellInteractions, Cellinker, LOCATE, Phobius, scConnect, Almen2009, CellTalkDB, Surfaceome, Membranome, TopDB, HPA_secretome	FALSE	NA
ACER1	19	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, receptor, transmembrane_predicted	5	TRUE	UniProt, Ramilowski_location, OmniPath, Phobius, GO_Intercell, LOCATE, scConnect	FALSE	NA
ACER2	9	protein	transmembrane, receptor, intracellular	transmembrane, receptor, transmembrane_predicted, intracellular	6	TRUE	OmniPath, Ramilowski_location, UniProt, scConnect, TopDB, LOCATE, Phobius, GO_Intercell	FALSE	NA
ACER3	11	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane, transmembrane_predicted	6	TRUE	GO_Intercell, OmniPath, LOCATE, Ramilowski_location, Phobius, UniProt, scConnect, OPM	FALSE	NA
ACHE	7	protein	plasma_membrane_peripheral, intracellular, transmembrane_predicted, secreted, cell_surface, extracellular, transmembrane_phobius, receptor, plasma_membrane, transmembrane_sosui, transmembrane	plasma_membrane_peripheral, intracellular, transmembrane, secreted, cell_surface, extracellular, transmembrane_predicted, receptor, plasma_membrane	7	TRUE	CSPA, ComPPI, OmniPath, Surfaceome, LOCATE, Almen2009, scConnect, UniProt, GO_Intercell	FALSE	NA
ACIN1	14	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACKR1	1	protein	intracellular, receptor, transmembrane, cell_surface, gpcr, rhodopsin, chemokine, plasma_membrane_transmembrane, cell_adhesion, extracellular, atypical_chemokine, seven_transmembrane_7tm, class_a_rhodopsin_protein_chemokine, 7tm_a, class_a_rhodopsin, class_a_rhodopsin_protein, vasopressin_oxytocin_7tm_a, plasma_membrane, artipical_chemokine_receptor, adhesion, cytokine	intracellular, receptor, transmembrane, cell_surface, plasma_membrane_transmembrane, cell_adhesion, extracellular, transmembrane_predicted, plasma_membrane, adhesion	17	TRUE	OmniPath, CellCellInteractions, GO_Intercell, CellPhoneDB, UniProt, LRdb, Surfaceome, GPCRdb, TopDB, Ramilowski2015, Baccin2019, scConnect, Almen2009, ICELLNET, HPMR, Cellinker, connectomeDB2020, HGNC, LOCATE, CellTalkDB, iTALK, Ramilowski_location, Phobius, DGIdb, CellChatDB, talklr	FALSE	NA
ACKR2	3	protein	extracellular, receptor, cell_surface, rhodopsin, transmembrane, plasma_membrane, gpcr, plasma_membrane_transmembrane, chemokine, intracellular, atipical_chemokine_receptor, class_a_rhodopsin_protein_chemokine, seven_transmembrane_7tm, atypical_chemokine, 7tm_a, cytokine, class_a_rhodopsin_protein, class_a_rhodopsin, chemokine_interleukin_8_7tm_a	extracellular, receptor, cell_surface, transmembrane, plasma_membrane, plasma_membrane_transmembrane, intracellular, transmembrane_predicted	18	TRUE	HPMR, CellPhoneDB, Surfaceome, Almen2009, LOCATE, OmniPath, GPCRdb, Baccin2019, GO_Intercell, iTALK, Ramilowski2015, Cellinker, talklr, UniProt, ComPPI, DGIdb, CellChatDB, HGNC, scConnect, ICELLNET, connectomeDB2020, Phobius, EMBRACE, CellCellInteractions, Ramilowski_location, LRdb, CellTalkDB	FALSE	NA
ACKR3	2	protein	receptor, plasma_membrane, class_a_rhodopsin, transmembrane, gpcr, atypical_chemokine, extracellular, rhodopsin, cell_surface, intracellular, cell_adhesion, atipical_chemokine_receptor, cytokine, class_a_rhodopsin_protein, chemokine, plasma_membrane_transmembrane, chemokine_interleukin_8_7tm_a, seven_transmembrane_7tm, 7tm_a, adhesion, class_a_rhodopsin_protein_chemokine	receptor, plasma_membrane, transmembrane, extracellular, cell_surface, intracellular, cell_adhesion, plasma_membrane_transmembrane, transmembrane_predicted, adhesion	20	TRUE	talklr, connectomeDB2020, Almen2009, OmniPath, ICELLNET, EMBRACE, HGNC, CellChatDB, GPCRdb, CellPhoneDB, CellCellInteractions, UniProt, Surfaceome, GO_Intercell, iTALK, DGIdb, CellTalkDB, Cellinker, scConnect, HPMR, Guide2Pharma, Phobius, ComPPI, Ramilowski_location, CSPA, Baccin2019, LRdb, Ramilowski2015	FALSE	NA
ACKR4	3	protein	gpcr, plasma_membrane_transmembrane, 7tm_a, class_a_rhodopsin_protein, receptor, intracellular, atipical_chemokine_receptor, rhodopsin, transmembrane, chemokine, extracellular, cell_surface, seven_transmembrane_7tm, chemokine_interleukin_8_7tm_a, class_a_rhodopsin_protein_chemokine, plasma_membrane, cytokine, atypical_chemokine, class_a_rhodopsin	receptor, plasma_membrane_transmembrane, intracellular, transmembrane, extracellular, cell_surface, plasma_membrane, transmembrane_predicted	19	TRUE	GPCRdb, OmniPath, HPMR, scConnect, HGNC, UniProt, Baccin2019, CellPhoneDB, Almen2009, ICELLNET, CellCellInteractions, Surfaceome, iTALK, ComPPI, CellTalkDB, Ramilowski_location, GO_Intercell, connectomeDB2020, CellChatDB, Guide2Pharma, LRdb, talklr, Cellinker, Phobius, DGIdb, Ramilowski2015, EMBRACE	FALSE	NA
ACLY	17	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, UniProt, GO_Intercell, OmniPath	FALSE	NA
ACMSD	2	protein	transmembrane_phobius, transmembrane, intracellular, transmembrane_predicted, transmembrane_tmhmm	transmembrane_predicted, intracellular, transmembrane	3	TRUE	Almen2009, Phobius, OmniPath, GO_Intercell, ComPPI	FALSE	NA
ACO1	9	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	FALSE	NA
ACO2	22	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, LOCATE, OmniPath	FALSE	NA
ACOD1	13	protein	intracellular, receptor	intracellular, receptor	2	FALSE	OmniPath, UniProt, GO_Intercell, scConnect	FALSE	NA
ACOT1	14	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
ACOT11	1	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, LOCATE, GO_Intercell	FALSE	NA
ACOT12	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	FALSE	NA
ACOT13	6	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
ACOT2	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	FALSE	NA
ACOT4	14	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	FALSE	NA
ACOT6	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
ACOT7	1	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACOT8	20	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell, LOCATE	FALSE	NA
ACOT9	X	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
ACOX1	17	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, LOCATE, ComPPI, OmniPath	FALSE	NA
ACOX2	3	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, ComPPI, UniProt, LOCATE, GO_Intercell	FALSE	NA
ACOX3	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACOXL	2	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	Ramilowski_location, OmniPath, ComPPI, GO_Intercell	FALSE	NA
ACP1	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt, LOCATE	FALSE	NA
ACP2	11	protein	transmembrane, intracellular, cell_surface, transmembrane_tmhmm, transmembrane_sosui, plasma_membrane_transmembrane, transmembrane_phobius, transmembrane_predicted	transmembrane, intracellular, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane	7	TRUE	UniProt, ComPPI, Ramilowski_location, OmniPath, Almen2009, LOCATE, GO_Intercell, Surfaceome, CSPA, TopDB, Phobius	FALSE	NA
ACP3	3	protein	transmembrane_tmhmm, secreted, transmembrane, intracellular, plasma_membrane_transmembrane, plasma_membrane, cell_surface, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui, extracellular	transmembrane_predicted, secreted, transmembrane, intracellular, plasma_membrane_transmembrane, plasma_membrane, cell_surface, extracellular	3	TRUE	Almen2009, UniProt, GO_Intercell, HPA_secretome, OmniPath, Membranome, ComPPI	FALSE	NA
ACP4	19	protein	plasma_membrane_transmembrane, cell_surface, plasma_membrane, transmembrane, intracellular, cell_adhesion, adhesion, transmembrane_tmhmm, transmembrane_predicted, cell_surface_enzyme, transmembrane_phobius, transmembrane_sosui	plasma_membrane_transmembrane, cell_surface, plasma_membrane, transmembrane, intracellular, transmembrane_predicted, cell_adhesion, adhesion, cell_surface_enzyme	5	TRUE	OmniPath, Surfaceome, Cellinker, Ramilowski_location, GO_Intercell, Phobius, UniProt, Almen2009, Membranome	FALSE	NA
ACP5	19	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
ACP6	1	protein	intracellular, ligand, extracellular	intracellular, ligand, extracellular	3	FALSE	ComPPI, OmniPath, HPMR, UniProt, GO_Intercell	FALSE	NA
ACP7	19	protein	secreted, intracellular	secreted, intracellular	3	FALSE	UniProt, OmniPath, HPA_secretome, ComPPI	FALSE	NA
ACR	22	protein	secreted, intracellular, receptor	secreted, intracellular, receptor	2	FALSE	HPA_secretome, OmniPath, ComPPI, scConnect, GO_Intercell	FALSE	NA
ACRBP	12	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
ACRV1	11	protein	intracellular	intracellular	2	FALSE	UniProt, GO_Intercell, OmniPath	FALSE	NA
ACSBG1	15	protein	intracellular, transmembrane, plasma_membrane	intracellular, transmembrane, plasma_membrane	3	TRUE	UniProt, OmniPath, ComPPI, LOCATE, GO_Intercell	FALSE	NA
ACSBG2	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACSF2	17	protein	transmembrane, transmembrane_phobius, intracellular, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	3	TRUE	OmniPath, Almen2009, ComPPI, UniProt, Phobius, GO_Intercell	FALSE	NA
ACSF3	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
ACSL1	4	protein	intracellular, transmembrane_phobius, transmembrane, transmembrane_tmhmm, transmembrane_predicted	intracellular, transmembrane_predicted, transmembrane	5	TRUE	UniProt, Almen2009, GO_Intercell, OmniPath, Phobius, ComPPI, LOCATE	FALSE	NA
ACSL3	2	protein	transmembrane_tmhmm, transmembrane, intracellular, transmembrane_predicted, transmembrane_phobius	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Almen2009, OmniPath, GO_Intercell, UniProt, LOCATE, Phobius, ComPPI	FALSE	NA
ACSL4	X	protein	intracellular, transmembrane, plasma_membrane, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm, transmembrane_sosui	intracellular, transmembrane, plasma_membrane, transmembrane_predicted	6	TRUE	UniProt, OmniPath, Phobius, LOCATE, Ramilowski_location, Almen2009, GO_Intercell, ComPPI	FALSE	NA
ACSL5	10	protein	plasma_membrane, intracellular, transmembrane, transmembrane_sosui, transmembrane_predicted	plasma_membrane, intracellular, transmembrane, transmembrane_predicted	5	TRUE	UniProt, GO_Intercell, Almen2009, ComPPI, OmniPath, LOCATE, Phobius	FALSE	NA
ACSL6	5	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE, Phobius	FALSE	NA
ACSM1	16	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_predicted, transmembrane_phobius	transmembrane, transmembrane_predicted, intracellular	3	TRUE	OmniPath, LOCATE, Almen2009, ComPPI, GO_Intercell, UniProt, Phobius	FALSE	NA
ACSM2A	16	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, UniProt	FALSE	NA
ACSM2B	16	protein	transmembrane, intracellular	transmembrane_predicted, intracellular	3	TRUE	Phobius, UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
ACSM3	16	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
ACSM4	12	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	FALSE	NA
ACSM5	16	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
ACSS1	20	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	LOCATE, OmniPath, GO_Intercell, Ramilowski_location, ComPPI, UniProt	FALSE	NA
ACSS2	20	protein	receptor, intracellular, transmembrane	receptor, intracellular, transmembrane	3	TRUE	scConnect, ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	FALSE	NA
ACSS3	12	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACTA1	1	protein	intracellular, ecm	intracellular, ecm	3	FALSE	LOCATE, OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
ACTA2	10	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI, LOCATE	FALSE	NA
ACTB	7	protein	adhesion_cytoskeleton_adaptor, ecm, intracellular, intracellular_intercellular_related, tight_junction, extracellular	intracellular_intercellular_related, ecm, intracellular, tight_junction, extracellular	3	TRUE	Adhesome, OmniPath, GO_Intercell, UniProt, ComPPI, LOCATE	FALSE	NA
ACTBL2	5	protein	ecm, intracellular	ecm, intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
ACTC1	15	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
ACTG1	17	protein	intracellular, ecm	intracellular, ecm	3	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	FALSE	NA
ACTG2	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
ACTL6A	3	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, LOCATE, ComPPI, GO_Intercell	TRUE	SIGNOR
ACTL6B	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, LOCATE, GO_Intercell, UniProt	FALSE	NA
ACTL7A	9	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
ACTL7B	9	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
ACTL9	19	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
ACTN1	14	protein	intracellular, ecm, actin_regulation_adhesome, plasma_membrane, intracellular_intercellular_related	intracellular, ecm, intracellular_intercellular_related, plasma_membrane	3	FALSE	GO_Intercell, OmniPath, Adhesome, UniProt, ComPPI	FALSE	NA
ACTN2	1	protein	intracellular, ecm	intracellular, ecm	3	FALSE	LOCATE, GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
ACTN3	11	protein	intracellular, ecm	intracellular, ecm	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
ACTN4	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, ComPPI, OmniPath, UniProt	FALSE	NA
ACTR10	14	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
ACTR1A	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
ACTR1B	2	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
ACTR2	2	protein	ligand, intracellular, ecm	ligand, intracellular, ecm	3	FALSE	OmniPath, ComPPI, CellTalkDB, UniProt, GO_Intercell	FALSE	NA
ACTR3	2	protein	intracellular, ecm	intracellular, ecm	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
ACTR3B	7	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
ACTR3C	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
ACTR5	20	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
ACTR6	12	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
ACTR8	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
ACTRT1	X	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
ACTRT2	1	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
ACTRT3	3	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
ACVR1	2	protein	transmembrane_phobius, cell_surface, receptor, transmembrane, extracellular, transmembrane_sosui, cytokine, transmembrane_tmhmm, transforming_growth_factor, kinase, plasma_membrane, act_tgfb, type1_serine_threonine_kinase, plasma_membrane_transmembrane, growth_factor, intracellular, transmembrane_predicted	transmembrane_predicted, cell_surface, receptor, transmembrane, extracellular, plasma_membrane, plasma_membrane_transmembrane, intracellular	20	TRUE	Almen2009, OmniPath, Surfaceome, LRdb, ICELLNET, TopDB, GO_Intercell, CellCellInteractions, EMBRACE, connectomeDB2020, UniProt, Baccin2019, Cellinker, CellTalkDB, HGNC, Phobius, scConnect, CSPA, iTALK, Ramilowski_location, Guide2Pharma, SignaLink_function, CellPhoneDB, Kirouac2010, CellCall, Ramilowski2015, ComPPI, talklr, Membranome	FALSE	NA
