mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Abca5	11	protein	transporter, intracellular, transmembrane, receptor, plasma_membrane, active, abca	transporter, intracellular, transmembrane, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	OmniPath, UniProt, scConnect, Ramilowski_location, ComPPI, Surfaceome, Phobius, GO_Intercell, LOCATE	NA
Abca6	11	protein	intracellular, cell_surface, receptor, transmembrane, transporter, active, abc, abca	intracellular, cell_surface, receptor, transmembrane, transporter, transmembrane_predicted	5	TRUE	GO_Intercell, OmniPath, DGIdb, Surfaceome, ComPPI, Phobius, UniProt, scConnect, TopDB, Ramilowski_location, Almen2009	NA
Abca7	10	protein	abc, plasma_membrane, transmembrane, transporter, cell_surface, intracellular, active, plasma_membrane_transmembrane, abca	transporter, plasma_membrane, transmembrane, cell_surface, intracellular, transmembrane_predicted, plasma_membrane_transmembrane	6	TRUE	DGIdb, OmniPath, Ramilowski_location, GO_Intercell, UniProt, Surfaceome, ComPPI, Phobius, CSPA, Almen2009, LOCATE	NA
Abca8b	11	protein	plasma_membrane_transmembrane, transporter, transmembrane, abc, receptor, active, cell_surface, abca, intracellular, basolateral_cell_membrane, plasma_membrane	plasma_membrane_transmembrane, transporter, transmembrane, receptor, cell_surface, intracellular, plasma_membrane, transmembrane_predicted	5	TRUE	CSPA, OmniPath, UniProt, DGIdb, scConnect, Ramilowski_location, TopDB, Surfaceome, GO_Intercell, Phobius, Almen2009	NA
Abca9	11	protein	receptor, transporter, active, transmembrane, intracellular, abca, cell_surface, abc	receptor, transporter, transmembrane, intracellular, cell_surface, transmembrane_predicted	5	TRUE	OmniPath, Surfaceome, UniProt, TopDB, GO_Intercell, Almen2009, ComPPI, DGIdb, Ramilowski_location, scConnect, Phobius	NA
Abcb10	8	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane_predicted, transmembrane	6	TRUE	GO_Intercell, scConnect, Phobius, Ramilowski_location, OmniPath, UniProt, TopDB, LOCATE, ComPPI	NA
Abcb11	2	protein	receptor, transmembrane, transporter, abc, intracellular, abcb, cell_surface, apical_cell_membrane, plasma_membrane, active	receptor, transmembrane_predicted, transporter, transmembrane, intracellular, cell_surface, plasma_membrane	6	TRUE	OmniPath, Phobius, DGIdb, TopDB, UniProt, Surfaceome, scConnect, Ramilowski_location, GO_Intercell, LOCATE	NA
Abcb1a	5	protein	transmembrane, abc, cell_surface, plasma_membrane_transmembrane, receptor, transporter, plasma_membrane, intracellular, active, abcb, apical_cell_membrane	transmembrane, transporter, cell_surface, plasma_membrane_transmembrane, receptor, plasma_membrane, intracellular, transmembrane_predicted	7	TRUE	TopDB, OPM, Ramilowski_location, DGIdb, OmniPath, CSPA, scConnect, Surfaceome, UniProt, ComPPI, LOCATE, Phobius, GO_Intercell	NA
Abcb1b	5	protein	transmembrane, abc, cell_surface, plasma_membrane_transmembrane, receptor, transporter, plasma_membrane, intracellular, active, abcb, apical_cell_membrane	transmembrane, transporter, cell_surface, plasma_membrane_transmembrane, receptor, plasma_membrane, intracellular, transmembrane_predicted	7	TRUE	TopDB, OPM, Ramilowski_location, DGIdb, OmniPath, CSPA, scConnect, Surfaceome, UniProt, ComPPI, LOCATE, Phobius, GO_Intercell	NA
Abcb4	5	protein	intracellular, transmembrane, plasma_membrane, receptor, transporter, cell_surface, abc, active, abcb, apical_cell_membrane	intracellular, transmembrane, plasma_membrane, receptor, transporter, cell_surface, transmembrane_predicted	6	TRUE	OmniPath, UniProt, Surfaceome, DGIdb, Ramilowski_location, GO_Intercell, Phobius, OPM, ComPPI, scConnect, LOCATE	NA
Abcb5	12	protein	abc, transmembrane, receptor, transporter, abcb, plasma_membrane, cell_surface, active	transporter, transmembrane, receptor, plasma_membrane, transmembrane_predicted, cell_surface	5	TRUE	DGIdb, UniProt, OmniPath, scConnect, Surfaceome, Ramilowski_location, LOCATE, Phobius	NA
Abcb6	1	protein	transporter, plasma_membrane, abc, transmembrane, secreted, intracellular, extracellular, receptor	transporter, plasma_membrane, transmembrane, secreted, intracellular, extracellular, transmembrane_predicted, receptor	5	TRUE	OmniPath, UniProt, DGIdb, Ramilowski_location, LOCATE, GO_Intercell, ComPPI, Phobius, scConnect	NA
Abcb7	X	protein	receptor, intracellular, transmembrane	receptor, intracellular, transmembrane_predicted, transmembrane	5	TRUE	OmniPath, Phobius, scConnect, GO_Intercell, LOCATE, UniProt, Ramilowski_location, ComPPI	NA
Abcb8	5	protein	transmembrane, receptor, intracellular	transmembrane, receptor, intracellular, transmembrane_predicted	5	TRUE	UniProt, LOCATE, scConnect, OmniPath, GO_Intercell, Ramilowski_location, Phobius, ComPPI	NA
Abcb9	5	protein	transmembrane, transporter, intracellular, active, receptor, abcb	transmembrane_predicted, transporter, intracellular, transmembrane, receptor	5	TRUE	Phobius, OmniPath, ComPPI, Surfaceome, GO_Intercell, Ramilowski_location, LOCATE, UniProt, scConnect	NA
Abcc1	16	protein	abcc, transmembrane, intracellular, active, plasma_membrane, plasma_membrane_transmembrane, cell_surface, transporter, abc, receptor	transporter, transmembrane, intracellular, plasma_membrane, plasma_membrane_transmembrane, cell_surface, receptor, transmembrane_predicted	6	TRUE	HGNC, UniProt, LOCATE, Surfaceome, OmniPath, Ramilowski_location, CSPA, DGIdb, Almen2009, TopDB, scConnect, Phobius	NA
Abcc10	17	protein	receptor, transmembrane, intracellular, transporter, abcc, basolateral_cell_membrane, abc, plasma_membrane, cell_surface, active	receptor, transmembrane, intracellular, transporter, plasma_membrane, cell_surface, transmembrane_predicted	4	TRUE	OmniPath, GO_Intercell, Surfaceome, DGIdb, ComPPI, HGNC, UniProt, scConnect, Ramilowski_location, Phobius, Almen2009	NA
Abcc12	8	protein	transmembrane, intracellular, abc, active, transporter, receptor, abcc, cell_surface	transmembrane, intracellular, transporter, transmembrane_predicted, receptor, cell_surface	4	TRUE	UniProt, DGIdb, Phobius, Surfaceome, scConnect, OmniPath, HGNC, Almen2009, Ramilowski_location, GO_Intercell	NA
Abcc2	19	protein	transmembrane, apical_cell_membrane, receptor, plasma_membrane, transporter, abcc, cell_surface, abc, active	transmembrane, transmembrane_predicted, plasma_membrane, receptor, transporter, cell_surface	5	TRUE	UniProt, Phobius, OmniPath, scConnect, HGNC, Almen2009, Surfaceome, LOCATE, DGIdb, Ramilowski_location	NA
Abcc3	11	protein	transporter, plasma_membrane, transmembrane, receptor, cell_surface, basolateral_cell_membrane, abcc, active, abc	transporter, plasma_membrane, transmembrane, receptor, cell_surface, transmembrane_predicted	5	TRUE	HGNC, UniProt, OmniPath, DGIdb, scConnect, Surfaceome, Almen2009, LOCATE, Ramilowski_location, Phobius	NA
Abcc4	14	protein	transmembrane, abcc, apical_cell_membrane, intracellular, transporter, plasma_membrane, receptor, basolateral_cell_membrane, abc, cell_surface, active	transmembrane, transporter, plasma_membrane, intracellular, transmembrane_predicted, receptor, cell_surface	5	TRUE	OmniPath, HGNC, UniProt, GO_Intercell, Phobius, Surfaceome, DGIdb, Almen2009, Ramilowski_location, scConnect, LOCATE, ComPPI	NA
Abcc5	16	protein	transmembrane, cell_surface, abc, basolateral_cell_membrane, transporter, intracellular, receptor, plasma_membrane, active, abcc, apical_cell_membrane	transmembrane, cell_surface, transporter, plasma_membrane, intracellular, receptor, transmembrane_predicted	5	TRUE	OmniPath, Surfaceome, Ramilowski_location, DGIdb, UniProt, GO_Intercell, LOCATE, ComPPI, Phobius, HGNC, scConnect	NA
Abcc6	7	protein	transmembrane, receptor, intracellular, abcc, plasma_membrane, transporter, abc, basolateral_cell_membrane	transmembrane_predicted, receptor, intracellular, transmembrane, transporter, plasma_membrane	6	TRUE	Phobius, scConnect, LOCATE, UniProt, Almen2009, HGNC, TopDB, OmniPath, ComPPI, DGIdb, GO_Intercell, Ramilowski_location	NA
Abcc8	7	protein	transmembrane, transporter, intracellular, plasma_membrane, abc, receptor, abcc	transmembrane, transporter, intracellular, plasma_membrane, receptor, transmembrane_predicted	7	TRUE	TopDB, HGNC, GO_Intercell, OmniPath, UniProt, Ramilowski_location, DGIdb, scConnect, LOCATE, CellCellInteractions, Almen2009, ComPPI, Phobius	NA
Abcc9	6	protein	transmembrane, intracellular, abc, transporter, abcc, cell_surface, receptor, active	transmembrane, intracellular, transporter, cell_surface, receptor, transmembrane_predicted	6	TRUE	OmniPath, GO_Intercell, UniProt, LOCATE, DGIdb, Surfaceome, scConnect, Almen2009, CellCellInteractions, HGNC, Ramilowski_location, ComPPI, Phobius	NA
Abcd1	X	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane, transmembrane_predicted	5	TRUE	OmniPath, UniProt, scConnect, GO_Intercell, Ramilowski_location, Phobius, ComPPI, LOCATE	NA
Abcd2	15	protein	transmembrane, receptor, intracellular	transmembrane, receptor, intracellular, transmembrane_predicted	5	TRUE	LOCATE, OmniPath, ComPPI, Ramilowski_location, UniProt, Phobius, scConnect, GO_Intercell	NA
Abcd3	3	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, transmembrane_predicted, receptor	5	TRUE	UniProt, LOCATE, GO_Intercell, OmniPath, Phobius, scConnect, Ramilowski_location, ComPPI	NA
Abcd4	12	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, LOCATE, Ramilowski_location, GO_Intercell, OmniPath, Phobius, ComPPI	NA
Abce1	8	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Abcf1	17	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Abcf2	5	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Abcf3	16	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Abcg1	17	protein	transmembrane, plasma_membrane, transporter, intracellular, extracellular, receptor, abcg	transmembrane, plasma_membrane, transporter, intracellular, extracellular, receptor, transmembrane_predicted	5	TRUE	OmniPath, LOCATE, UniProt, Ramilowski_location, GO_Intercell, DGIdb, HGNC, Phobius, ComPPI, scConnect	NA
Abcg3	5	protein	cell_surface, transporter, apical_cell_membrane, receptor, active, transmembrane, abcg, plasma_membrane, intracellular, abc, extracellular	cell_surface, transporter, plasma_membrane, receptor, transmembrane, intracellular, transmembrane_predicted, extracellular	6	TRUE	Surfaceome, OmniPath, UniProt, scConnect, TopDB, LOCATE, Almen2009, ComPPI, DGIdb, HGNC, Phobius, GO_Intercell, Ramilowski_location	NA
Abcg4	9	protein	cell_surface, transporter, transmembrane, intracellular, receptor, abcg, plasma_membrane, extracellular, active	cell_surface, transporter, transmembrane, intracellular, receptor, transmembrane_predicted, plasma_membrane, extracellular	4	TRUE	Surfaceome, Ramilowski_location, UniProt, HGNC, OmniPath, GO_Intercell, Phobius, scConnect, Almen2009	NA
Abcg5	17	protein	abcg, plasma_membrane, transmembrane, intracellular, active, transporter, apical_cell_membrane, abc, extracellular, cell_surface	transporter, plasma_membrane, transmembrane_predicted, intracellular, extracellular, transmembrane, cell_surface	5	TRUE	Almen2009, OmniPath, Surfaceome, Phobius, LOCATE, DGIdb, UniProt, HGNC, ComPPI, Ramilowski_location	NA
Abcg8	17	protein	transmembrane, intracellular, transporter, abcg, apical_cell_membrane, plasma_membrane, abc	transmembrane_predicted, transmembrane, intracellular, transporter, plasma_membrane	5	TRUE	Phobius, UniProt, Ramilowski_location, LOCATE, OmniPath, HGNC, DGIdb, Almen2009, ComPPI	NA
Abhd1	5	protein	transmembrane, transmembrane_sosui, transmembrane_predicted, transmembrane_phobius	transmembrane, transmembrane_predicted	5	TRUE	Ramilowski_location, Phobius, UniProt, Almen2009, OmniPath	NA
Abhd10	16	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Abhd11	5	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	NA
Abhd12	2	protein	transmembrane, intracellular, transmembrane_tmhmm, receptor, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted, receptor	5	TRUE	Ramilowski_location, GO_Intercell, UniProt, Almen2009, OmniPath, Phobius, scConnect	NA
Abhd12b	12	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	Ramilowski_location, ComPPI, OmniPath, GO_Intercell	NA
Abhd13	8	protein	transmembrane_tmhmm, transmembrane, transmembrane_predicted, intracellular, transmembrane_sosui	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Almen2009, UniProt, Ramilowski_location, OmniPath, GO_Intercell, Phobius	NA
Abhd14a	9	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	TRUE	UniProt, LOCATE, OmniPath, Ramilowski_location, ComPPI, Phobius, GO_Intercell	NA
Abhd14b	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Abhd15	11	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, UniProt, HPA_secretome, ComPPI	NA
Abhd16a	17	protein	transmembrane	transmembrane, transmembrane_predicted	4	TRUE	OmniPath, Phobius, Ramilowski_location, UniProt	NA
Abhd16b	2	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	NA
Abhd17a	10	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Abhd17b	19	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Abhd17c	7	protein	intracellular	intracellular	2	FALSE	OmniPath, UniProt, GO_Intercell	NA
Abhd18	3	protein	intracellular, secreted, transmembrane	intracellular, secreted, transmembrane	2	TRUE	OmniPath, UniProt, ComPPI, Ramilowski_location	NA
Abhd2	7	protein	transmembrane_sosui, intracellular, transmembrane, transmembrane_predicted, plasma_membrane, receptor, transmembrane_phobius	transmembrane_predicted, intracellular, transmembrane, plasma_membrane, receptor	5	TRUE	Almen2009, ComPPI, OmniPath, Ramilowski_location, UniProt, scConnect, Phobius, GO_Intercell	NA
Abhd3	18	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	4	TRUE	OmniPath, Phobius, ComPPI, UniProt, Ramilowski_location	NA
Abhd4	14	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Abhd5	9	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, OmniPath, UniProt, GO_Intercell, ComPPI	NA
Abhd6	14	protein	receptor, intracellular, transmembrane, transmembrane_predicted, transmembrane_tmhmm, transmembrane_sosui, transmembrane_phobius	receptor, intracellular, transmembrane, transmembrane_predicted	5	TRUE	OmniPath, UniProt, ComPPI, Phobius, Almen2009, scConnect, GO_Intercell, Ramilowski_location	NA
Abhd8	8	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Abi1	2	protein	adhesion_cytoskeleton_adaptor, intracellular, intracellular_intercellular_related	intracellular_intercellular_related, intracellular	3	FALSE	Adhesome, ComPPI, OmniPath, GO_Intercell, UniProt	NA
Abi2	1	protein	intracellular, adhesion_cytoskeleton_adaptor, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	FALSE	ComPPI, OmniPath, GO_Intercell, Adhesome, UniProt, LOCATE	NA
Abi3	11	protein	intracellular, intracellular_intercellular_related, adhesion_cytoskeleton_adaptor	intracellular, intracellular_intercellular_related	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt, Adhesome, LOCATE	NA
Abi3bp	16	protein	matrix_adhesion, secreted, glycoprotein, ecm, intracellular, adhesion	matrix_adhesion, secreted, ecm, intracellular, adhesion	3	TRUE	Zhong2015, UniProt, Matrisome, GO_Intercell, CellCellInteractions, OmniPath, HPA_secretome, ComPPI, MatrixDB	NA
Abitram	4	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Abl1	2	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, GO_Intercell, OmniPath, LOCATE, ComPPI, scConnect	CollecTRI;TRRUST_CollecTRI;GOA_CollecTRI
Abl2	1	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, GO_Intercell, scConnect, OmniPath, LOCATE, UniProt	NA
Ablim1	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Ablim2	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Ablim3	18	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Abo	2	protein	transmembrane, intracellular, transmembrane_tmhmm, secreted, transmembrane_phobius, extracellular, transmembrane_sosui, transmembrane_predicted	transmembrane, intracellular, transmembrane_predicted, secreted, extracellular	7	TRUE	OmniPath, Almen2009, ComPPI, UniProt, LOCATE, Phobius, GO_Intercell, Ramilowski_location, TopDB	NA
Abr	11	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	NA
Abra	15	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Abracl	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Abraxas1	5	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Abraxas2	7	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Abt1	13	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Abtb1	6	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Abtb2	2	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Acaa1a	9	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	3	TRUE	ComPPI, LOCATE, Phobius, OmniPath, GO_Intercell, UniProt	NA
Acaa1b	9	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	3	TRUE	ComPPI, LOCATE, Phobius, OmniPath, GO_Intercell, UniProt	NA
Acaa2	18	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, ComPPI, OmniPath, UniProt	NA
Acaca	11	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, ComPPI, GO_Intercell, OmniPath, UniProt, scConnect	NA
Acacb	5	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, receptor	3	TRUE	LOCATE, OmniPath, GO_Intercell, scConnect, UniProt, TopDB, ComPPI	NA
Acad10	5	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	2	TRUE	ComPPI, GO_Intercell, OmniPath, Phobius	NA
Acad11	9	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath, LOCATE	NA
Acad12	5	protein	intracellular, transmembrane	intracellular, transmembrane_predicted	2	TRUE	ComPPI, GO_Intercell, OmniPath, Phobius	NA
Acad8	9	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	NA
Acad9	3	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, LOCATE, GO_Intercell, ComPPI	NA
Acadl	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Acadm	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI, LOCATE	NA
Acads	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, UniProt, OmniPath, ComPPI	NA
Acadsb	7	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
